1,40.079372,116.582052
2,40.078680,116.587565
389,39.540096,115.737872
3,40.053558,116.610083
4,39.749799,116.381866
5,40.366234,115.912044
6,40.070146,116.581285
7,40.087881,116.577439
8,40.059554,116.579256
9,39.724831,116.338491
10,40.219624,116.236402
11,39.955174,116.401686
12,39.593437,115.686456
13,40.334927,116.503446
14,40.360516,116.839786
15,40.362487,116.840565
16,39.632040,116.078419
17,39.929436,116.728716
18,39.630028,116.078343
19,39.925196,116.728810
20,40.515626,115.926159
21,39.724195,115.992992
22,39.724190,115.993987
23,39.983467,116.034455
24,40.006208,116.028630
25,40.236141,116.815268
26,40.253448,116.831381
27,40.253178,116.833714
28,40.529760,116.568403
29,39.975258,116.488841
60,39.665003,116.086064
61,40.112941,116.322203
62,40.113731,116.330531
30,39.743252,116.333181
31,39.746490,116.284885
32,39.959722,116.433775
67,40.110159,116.294155
33,39.966653,116.429533
34,40.275137,116.233759
35,40.281506,116.235473
36,39.898820,116.208617
37,39.896404,116.210190
38,39.895539,116.206576
39,40.079280,116.431359
40,39.644010,115.613505
41,39.640996,115.620908
42,39.883236,116.754461
43,39.712912,116.328486
44,39.720590,116.332200
45,39.717312,116.331029
46,39.932290,116.296128
47,39.930203,116.295339
48,40.199792,116.876937
49,40.202705,116.881711
50,40.200064,116.879822
51,40.819612,116.807468
52,40.583459,116.672537
53,40.588980,116.673463
54,40.840677,116.708636
55,39.864703,116.285369
56,39.857796,116.283689
57,39.669227,116.086300
58,39.663132,116.083053
59,39.672803,116.092547
63,40.110249,116.326145
64,40.092248,116.316399
65,40.106357,116.327054
66,40.096900,116.316629
68,40.112252,116.314448
69,40.145772,116.539971
70,40.145809,116.538191
71,39.868537,116.288388
72,39.575474,116.626289
73,39.883652,116.088604
74,39.788374,115.984601
75,39.792682,115.990686
76,40.279750,116.206682
77,39.865112,116.593881
78,39.708768,115.977704
79,40.084990,116.308474
80,39.947055,116.303749
81,39.911621,116.283482
82,39.906179,116.290459
83,39.908176,116.288809
84,39.904833,116.288824
85,39.906230,116.287330
86,40.450416,117.012205
87,40.458777,117.014565
88,39.575948,116.592538
89,40.239864,117.005563
90,39.576373,116.601763
91,40.240940,117.004446
92,40.237512,117.015848
93,39.569260,116.620230
94,39.936176,116.511317
95,39.965744,116.296043
96,39.961506,116.296651
97,39.968988,116.290378
98,39.971772,116.290296
99,39.961156,116.292577
100,39.858576,116.330887
101,39.862153,116.332650
102,39.964780,116.301363
103,39.967235,116.294165
104,39.977616,116.294717
105,39.969376,116.299613
106,39.798301,116.423464
107,39.797340,116.423858
108,39.805970,116.505824
109,39.802211,116.497836
110,39.802102,116.416731
111,39.872345,116.638921
112,39.872302,116.644233
113,40.100611,116.548961
114,40.100474,116.545686
115,40.100630,116.548691
116,40.104612,116.543486
117,39.980774,116.480061
118,39.855698,116.368277
119,39.859410,116.366211
120,39.853167,116.365241
121,39.926608,116.587204
122,39.926574,116.587348
123,39.926427,116.590289
124,39.624110,116.196478
125,39.632283,116.195841
126,39.620289,116.196663
127,40.196523,116.131309
128,40.196686,116.136661
129,39.998898,116.235507
130,40.215906,116.055361
174,39.977959,116.090919
175,39.948425,116.112930
218,39.962974,116.492995
131,40.128663,116.652123
132,39.731896,116.326431
133,39.732159,116.333637
134,39.732305,116.333315
135,39.732409,116.320120
136,39.732769,116.326512
137,39.962852,116.307443
138,40.053600,116.587317
139,39.742572,116.286192
140,39.951787,116.451901
141,39.954843,116.455605
142,39.914948,116.687579
143,39.910991,116.687592
169,39.961545,115.924835
315,40.532336,116.489081
452,39.832079,116.671270
144,39.957952,116.450034
390,39.536079,115.740920
145,39.954161,116.451314
146,39.962254,116.453516
147,39.959970,116.450952
148,39.955102,116.444332
149,40.228485,116.555865
150,40.234093,116.551254
151,39.768587,116.335661
152,40.142768,116.585572
153,39.847886,115.963119
154,40.567735,116.549246
155,39.823556,116.453891
156,39.887662,116.193708
157,39.730607,116.320731
158,39.733102,116.319845
159,40.085805,116.318622
160,39.737901,116.318175
161,40.233182,116.285391
162,40.080950,116.314939
163,39.738976,116.317806
164,40.070179,116.624927
165,40.783841,116.492732
166,39.615775,116.776818
167,39.610506,116.776613
168,39.931055,116.342567
170,39.960655,116.103101
171,39.958480,116.110360
172,39.962937,116.096348
173,39.967293,116.093380
176,39.958959,116.098946
177,39.606570,116.527938
178,40.098289,116.532610
179,40.095097,116.531970
180,40.103616,116.534709
181,39.616932,115.798557
182,40.459364,116.399151
183,40.902506,116.364815
184,40.826181,116.751798
185,40.838050,116.754360
186,39.615336,115.786858
187,39.970166,116.563428
188,39.959245,116.569277
189,40.288329,116.759015
190,40.466912,116.736786
191,40.430213,116.757034
192,39.592936,115.833519
193,40.075453,116.180650
194,40.068032,116.181403
195,40.052061,117.009159
196,40.303939,116.876482
197,39.755496,116.444560
198,39.754616,116.446747
199,40.160466,116.510678
200,39.734903,115.682781
201,39.949003,116.882226
202,40.000798,117.065580
203,39.981247,117.068760
204,39.994072,117.082502
205,39.945990,116.847505
206,39.950306,116.841860
207,39.982307,117.039812
208,39.625097,115.662426
209,40.375999,116.550388
210,40.697723,116.451188
211,39.847468,116.303626
212,40.212479,116.943709
213,40.144366,117.039659
214,39.817072,115.972596
215,39.812893,115.974806
216,39.806068,116.396167
217,39.803588,116.398020
219,39.866774,116.320958
220,39.871411,116.323261
221,40.627423,116.139660
222,40.749131,116.457285
223,40.823653,116.629100
224,40.519608,116.132731
225,39.932392,116.448220
226,40.572210,116.055302
227,39.912656,116.336864
228,39.907276,116.338056
229,40.464430,115.960480
230,40.746610,116.461567
231,39.807161,116.695413
232,39.720309,116.412212
233,39.652595,116.378814
234,40.169453,116.672179
235,40.168971,116.698701
236,39.764237,116.787648
237,39.859724,116.722647
238,39.859727,116.722957
239,39.809030,116.052593
240,39.811557,116.039098
241,39.794637,116.051270
242,39.811102,116.046169
243,39.811508,116.035184
244,40.582749,116.109106
245,40.145105,116.320425
246,40.146077,116.316436
247,40.146355,116.312728
248,40.146342,116.314555
249,39.650920,115.821075
250,39.649247,115.828368
251,39.653595,115.817479
252,40.352054,116.240078
253,40.908961,116.679930
254,40.957647,116.724879
255,40.253317,116.725743
256,40.043470,116.299427
313,39.777442,116.431758
257,40.044857,116.301052
258,40.043713,116.297472
259,40.041815,116.296783
391,39.542378,115.736877
260,40.035642,116.307352
261,40.034760,116.303291
262,40.037369,116.307781
263,40.048172,116.295843
264,40.039133,116.302176
265,40.040371,116.305101
266,40.031184,116.310615
267,40.043073,116.303726
268,40.051333,116.295625
269,40.051053,116.294415
270,40.026378,116.307302
271,40.028301,116.309825
272,40.036408,116.299796
273,40.036358,116.311126
274,40.035159,116.315974
275,40.035579,116.309064
314,40.529929,116.482535
276,40.035753,116.307623
277,40.031483,116.305768
318,39.786708,116.493593
278,40.034549,116.302870
279,40.031468,116.305907
280,39.778962,116.876682
